training_seed,method,steps,elapsed_seconds,tolerance_m,training_success_rate,mean_alignment_error_m,log_std
103,hard,4608,59.72941303699999,0.006,0.001953125,0.07344088154823744,-0.9166666865348816
103,hard,5120,66.065613306,0.006,0.00390625,0.07462993152823541,-0.96875
103,hard,5632,72.192116821,0.006,0.005859375,0.0698796280734332,-1.0208333730697632
103,hard,6144,78.29801883500001,0.006,0.001953125,0.07285870246669128,-1.0729166269302368
103,hard,6656,84.49608875700001,0.006,0.0078125,0.0714268656778452,-1.125
103,hard,7168,90.7467913,0.006,0.00390625,0.06872993458530341,-1.1770833730697632
103,hard,7680,96.86680514300001,0.006,0.001953125,0.0672241645952026,-1.2291666269302368
103,hard,8192,103.143271772,0.006,0.0,0.0654025371166805,-1.28125
103,hard,8704,109.33716175900001,0.006,0.00390625,0.0650069931166731,-1.3333333730697632
103,hard,9216,115.547936023,0.006,0.001953125,0.0695224553960404,-1.3854166269302368
103,hard,9728,121.685945278,0.006,0.0,0.06881601946233977,-1.4375
103,hard,10240,127.866176119,0.006,0.00390625,0.06615991281405678,-1.4895833730697632
103,hard,10752,134.204217858,0.006,0.00390625,0.06602556007099991,-1.5416666269302368
103,hard,11264,140.447541885,0.006,0.009765625,0.064490027090532,-1.59375
103,hard,11776,146.75150604299998,0.006,0.0,0.06518707792484985,-1.6458333730697632
103,hard,12288,152.850462599,0.006,0.00390625,0.06543864148015882,-1.6979166269302368
103,hard,12800,159.302445017,0.006,0.005859375,0.06432020687446496,-1.75
103,hard,13312,165.629644016,0.006,0.01171875,0.06384366317639065,-1.8020833730697632
103,hard,13824,171.7903239,0.006,0.00390625,0.0623235372325416,-1.8541666269302368
103,hard,14336,177.90365007999998,0.006,0.001953125,0.06392636580994618,-1.90625
103,hard,14848,184.03083746599998,0.006,0.00390625,0.0632204868218238,-1.9583333730697632
103,hard,15360,190.272726934,0.006,0.009765625,0.06366705535718162,-2.0104167461395264
103,hard,15872,196.55550114899998,0.006,0.0,0.060538994183244,-2.0625
103,hard,16384,202.83515117099998,0.006,0.0078125,0.060276401819267494,-2.1145832538604736
103,hard,16896,209.177303913,0.006,0.001953125,0.061998520109599,-2.1666667461395264
103,hard,17408,215.36778126899998,0.006,0.001953125,0.060637375536238186,-2.21875
103,hard,17920,221.58102447599998,0.006,0.001953125,0.06151861410210007,-2.2708332538604736
103,hard,18432,227.82563321199999,0.006,0.00390625,0.06137742756811053,-2.3229167461395264
103,hard,18944,234.169104093,0.006,0.00390625,0.06225154650761852,-2.375
103,hard,19456,240.517583493,0.006,0.0078125,0.060788157809493024,-2.4270832538604736
103,hard,19968,246.672214816,0.006,0.005859375,0.06276801040040808,-2.4791667461395264
103,hard,20480,252.793600196,0.006,0.0078125,0.05897833731523516,-2.53125
103,hard,20992,258.959422184,0.006,0.0,0.06235758256822209,-2.5833332538604736
103,hard,21504,265.172841518,0.006,0.005859375,0.060807818038180236,-2.6354167461395264
103,hard,22016,271.277781935,0.006,0.001953125,0.061021958894510904,-2.6875
103,hard,22528,277.327985747,0.006,0.00390625,0.06105940389112931,-2.7395832538604736
103,hard,23040,283.38711431,0.006,0.005859375,0.06062985872621223,-2.7916667461395264
103,hard,23552,289.446373727,0.006,0.00390625,0.06179043995776867,-2.84375
103,hard,24064,295.624906667,0.006,0.00390625,0.05959212191504065,-2.8958332538604736
103,hard,24576,301.86230734599997,0.006,0.00390625,0.058123621843155664,-2.9479167461395264
103,hard,25088,307.933579163,0.006,0.0,0.06120200015333579,-3.0
103,hard,25600,313.99868269,0.006,0.01171875,0.059391561525831194,-3.0
103,hard,26112,320.172934393,0.006,0.00390625,0.06005596966672619,-3.0
103,hard,26624,325.92082315199997,0.006,0.00390625,0.05918717071747861,-3.0
103,hard,27136,332.220454605,0.006,0.00390625,0.05988582270712269,-3.0
103,hard,27648,338.323470709,0.006,0.005859375,0.06003542356825707,-3.0
103,hard,28160,344.455998783,0.006,0.001953125,0.06175075912500386,-3.0
103,hard,28672,350.48522154299997,0.006,0.001953125,0.05874714656118955,-3.0
103,hard,29184,356.60269916,0.006,0.00390625,0.06084666179541611,-3.0
103,hard,29696,362.80160357799997,0.006,0.00390625,0.06107931253124315,-3.0
103,hard,30208,369.08421246,0.006,0.001953125,0.06125468156646695,-3.0
103,hard,30720,375.302299442,0.006,0.001953125,0.06001356344700567,-3.0
103,hard,31232,381.516241751,0.006,0.001953125,0.059767704588235146,-3.0
103,hard,31744,387.642675166,0.006,0.001953125,0.06138821551017444,-3.0
103,hard,32256,393.69775885999996,0.006,0.00390625,0.06120568267103376,-3.0
103,hard,32768,400.035568283,0.006,0.001953125,0.060792690348594136,-3.0
104,curriculum,512,8.799327489999996,0.06,0.3203125,0.08436953913369902,-0.5
104,curriculum,1024,16.013578194000047,0.06,0.310546875,0.08255316862242473,-0.5520833134651184
104,curriculum,1536,22.205159541,0.06,0.3984375,0.07800859842939392,-0.6041666865348816
104,curriculum,2048,28.459085012000003,0.06,0.34765625,0.0809590494449518,-0.65625
104,curriculum,2560,34.75922061400007,0.06,0.373046875,0.07622048149126512,-0.7083333134651184
104,curriculum,3072,40.97557613500004,0.06,0.384765625,0.07213764583691573,-0.7604166865348816
104,curriculum,3584,47.24776524600003,0.06,0.419921875,0.07049151326232758,-0.8125
104,curriculum,4096,53.57666207300002,0.06,0.451171875,0.06732108938275932,-0.8645833134651184
104,curriculum,4608,59.83285239700007,0.06,0.51953125,0.06190017004120292,-0.9166666865348816
104,curriculum,5120,65.95908054600005,0.06,0.59375,0.05680673626782343,-0.96875
104,curriculum,5632,72.17709421199999,0.06,0.666015625,0.05203477925284389,-1.0208333730697632
104,curriculum,6144,78.49750694000005,0.04,0.41796875,0.04746617344943227,-1.0729166269302368
104,curriculum,6656,84.758288456,0.04,0.482421875,0.04540520149627708,-1.125
104,curriculum,7168,91.15702147999997,0.04,0.54296875,0.04082539215514677,-1.1770833730697632
104,curriculum,7680,97.49485282000006,0.04,0.564453125,0.04001018219475312,-1.2291666269302368
104,curriculum,8192,104.00174264599997,0.025,0.291015625,0.0365596428536816,-1.28125
104,curriculum,8704,110.159319326,0.025,0.345703125,0.03483838276501751,-1.3333333730697632
104,curriculum,9216,116.56348843000006,0.025,0.3984375,0.03200875050550265,-1.3854166269302368
104,curriculum,9728,123.12533168300007,0.025,0.5,0.02677111836054096,-1.4375
104,curriculum,10240,129.49089258200007,0.025,0.513671875,0.025548997098786327,-1.4895833730697632
104,curriculum,10752,135.80838421699997,0.025,0.595703125,0.02332039724363277,-1.5416666269302368
104,curriculum,11264,142.47838941700007,0.015,0.3203125,0.021987473730307246,-1.59375
104,curriculum,11776,148.86940080300002,0.015,0.37109375,0.020100686682955962,-1.6458333730697632
104,curriculum,12288,155.13211236500007,0.015,0.33984375,0.02038358824346588,-1.6979166269302368
104,curriculum,12800,161.34625857400005,0.015,0.431640625,0.01801099295856682,-1.75
104,curriculum,13312,167.596171159,0.015,0.39453125,0.018461380555878038,-1.8020833730697632
104,curriculum,13824,173.79186761900002,0.015,0.458984375,0.01741556581627501,-1.8541666269302368
104,curriculum,14336,179.949586677,0.015,0.4609375,0.01689380304895557,-1.90625
104,curriculum,14848,186.17499763200004,0.015,0.490234375,0.01587987116553463,-1.9583333730697632
104,curriculum,15360,192.45096940900004,0.015,0.578125,0.014434706335181286,-2.0104167461395264
104,curriculum,15872,198.736595507,0.015,0.5546875,0.015222986417223966,-2.0625
104,curriculum,16384,204.94794002099997,0.01,0.34765625,0.013805265782635703,-2.1145832538604736
104,curriculum,16896,211.240484556,0.01,0.357421875,0.013202451499802632,-2.1666667461395264
104,curriculum,17408,217.42716763800007,0.01,0.416015625,0.012215052228423447,-2.21875
104,curriculum,17920,223.64625866500006,0.01,0.474609375,0.011554036966642093,-2.2708332538604736
104,curriculum,18432,230.00104138500006,0.01,0.4921875,0.011226571111314483,-2.3229167461395264
104,curriculum,18944,236.33215614099998,0.01,0.517578125,0.010616636274095398,-2.375
104,curriculum,19456,242.668910456,0.01,0.517578125,0.010628775880206744,-2.4270832538604736
104,curriculum,19968,248.802434249,0.006,0.25390625,0.010048823115195124,-2.4791667461395264
104,curriculum,20480,254.95197951200004,0.006,0.255859375,0.009603411737008204,-2.53125
104,curriculum,20992,261.1445905570001,0.006,0.35546875,0.008832551460762342,-2.5833332538604736
104,curriculum,21504,267.33822209,0.006,0.294921875,0.009113656654313422,-2.6354167461395264
104,curriculum,22016,273.608539397,0.006,0.32421875,0.00834930867199567,-2.6875
104,curriculum,22528,279.782474198,0.006,0.373046875,0.008152087191859631,-2.7395832538604736
104,curriculum,23040,286.00094508500007,0.006,0.4296875,0.007688588021899159,-2.7916667461395264
104,curriculum,23552,292.219132073,0.006,0.41796875,0.007689673929768154,-2.84375
104,curriculum,24064,298.32328713500004,0.006,0.458984375,0.007005542465270323,-2.8958332538604736
104,curriculum,24576,304.629691012,0.006,0.45703125,0.0069152846694254385,-2.9479167461395264
104,curriculum,25088,310.563197106,0.006,0.55078125,0.006721689110168633,-3.0
104,curriculum,25600,316.808844436,0.006,0.515625,0.0066846970349751095,-3.0
104,curriculum,26112,323.170242405,0.006,0.53125,0.006730544990222021,-3.0
104,curriculum,26624,329.42900375000005,0.006,0.529296875,0.006793684438752613,-3.0
104,curriculum,27136,335.56722594700005,0.006,0.53125,0.006686272286706075,-3.0
104,curriculum,27648,341.06319113700005,0.006,0.533203125,0.00634161780250755,-3.0
104,curriculum,28160,347.09752580800006,0.006,0.546875,0.006532258896087761,-3.0
104,curriculum,28672,353.382891467,0.006,0.4921875,0.006778827800042557,-3.0
104,curriculum,29184,359.5417624450001,0.006,0.53125,0.006305721164851218,-3.0
104,curriculum,29696,365.672196876,0.006,0.568359375,0.006490761759533191,-3.0
104,curriculum,30208,371.300312303,0.006,0.537109375,0.006112603381776387,-3.0
104,curriculum,30720,377.430213704,0.006,0.576171875,0.006356400583537117,-3.0
104,curriculum,31232,383.68982045600006,0.006,0.560546875,0.006405339089794366,-3.0
104,curriculum,31744,390.12410579,0.006,0.57421875,0.006090650493370733,-3.0
104,curriculum,32256,396.31133084000004,0.006,0.53125,0.006565881268517548,-3.0
104,curriculum,32768,402.59763183600006,0.006,0.556640625,0.006185743754527909,-3.0
104,hard,512,8.811543313000016,0.006,0.0078125,0.08436953913369902,-0.5
104,hard,1024,16.207556684000053,0.006,0.0,0.08278951932858214,-0.5520833134651184
104,hard,1536,22.493639046000055,0.006,0.005859375,0.0786070866197004,-0.6041666865348816
104,hard,2048,28.587678960000005,0.006,0.0,0.08228702845500857,-0.65625
104,hard,2560,34.86020245899999,0.006,0.001953125,0.07876552899975012,-0.7083333134651184
104,hard,3072,41.162473041,0.006,0.005859375,0.07633301933719419,-0.7604166865348816
104,hard,3584,47.39863573299999,0.006,0.00390625,0.07709101138174065,-0.8125
104,hard,4096,53.63671886100008,0.006,0.005859375,0.07679555701925656,-0.8645833134651184
104,hard,4608,59.90281045400002,0.006,0.001953125,0.07489837711081086,-0.9166666865348816
104,hard,5120,66.17847243000006,0.006,0.001953125,0.07151991005468283,-0.96875
104,hard,5632,72.42131469200001,0.006,0.005859375,0.0711720812020088,-1.0208333730697632
104,hard,6144,78.63559137100003,0.006,0.009765625,0.06855297709704572,-1.0729166269302368
104,hard,6656,84.86341818100004,0.006,0.009765625,0.07057879546039383,-1.125
104,hard,7168,91.13371343200004,0.006,0.00390625,0.06716032435750137,-1.1770833730697632
104,hard,7680,97.43516120100003,0.006,0.005859375,0.0657421927005988,-1.2291666269302368
104,hard,8192,103.62219086599998,0.006,0.01171875,0.06630782282203247,-1.28125
104,hard,8704,109.87469800899999,0.006,0.0,0.06664840854036352,-1.3333333730697632
104,hard,9216,116.09426738800005,0.006,0.0,0.06610832413181822,-1.3854166269302368
104,hard,9728,122.31890034900005,0.006,0.00390625,0.06401700998286625,-1.4375
104,hard,10240,128.63480198399998,0.006,0.0,0.06337709283193751,-1.4895833730697632
104,hard,10752,134.944061207,0.006,0.001953125,0.06187597026831673,-1.5416666269302368
104,hard,11264,141.19373513000005,0.006,0.001953125,0.06429268558673502,-1.59375
104,hard,11776,147.361183234,0.006,0.01171875,0.06245675773979908,-1.6458333730697632
104,hard,12288,153.49870513000008,0.006,0.001953125,0.06301521403208854,-1.6979166269302368
104,hard,12800,159.66538408899999,0.006,0.0078125,0.06130729837600321,-1.75
104,hard,13312,165.94308728099998,0.006,0.0,0.06116985109553173,-1.8020833730697632
104,hard,13824,172.10334105700008,0.006,0.0,0.06219067272815465,-1.8541666269302368
104,hard,14336,178.23522223300006,0.006,0.00390625,0.05932483853511443,-1.90625
104,hard,14848,184.496669085,0.006,0.0078125,0.05972282417809832,-1.9583333730697632
104,hard,15360,190.80826189800007,0.006,0.00390625,0.05933813655936597,-2.0104167461395264
104,hard,15872,197.36120810300008,0.006,0.001953125,0.058850414019494646,-2.0625
104,hard,16384,203.58223755799997,0.006,0.005859375,0.057409548586593265,-2.1145832538604736
104,hard,16896,209.84327040900007,0.006,0.00390625,0.06038408607137396,-2.1666667461395264
104,hard,17408,216.04064159100005,0.006,0.00390625,0.0579661524854601,-2.21875
104,hard,17920,222.33942584400006,0.006,0.00390625,0.05945658951358801,-2.2708332538604736
104,hard,18432,228.58463080600006,0.006,0.005859375,0.06019313237535023,-2.3229167461395264
104,hard,18944,234.834292098,0.006,0.0,0.06008101415303323,-2.375
104,hard,19456,241.045733519,0.006,0.005859375,0.05983933678439199,-2.4270832538604736
104,hard,19968,247.203832886,0.006,0.005859375,0.06034625067030122,-2.4791667461395264
104,hard,20480,253.48093854,0.006,0.0078125,0.057012142435154387,-2.53125
104,hard,20992,259.754834942,0.006,0.00390625,0.05940136982842566,-2.5833332538604736
104,hard,21504,266.0414762710001,0.006,0.005859375,0.057304635897322466,-2.6354167461395264
104,hard,22016,272.28824310900006,0.006,0.01171875,0.05885350787927545,-2.6875
104,hard,22528,278.46990301900007,0.006,0.0,0.059269856260261586,-2.7395832538604736
104,hard,23040,284.628056527,0.006,0.0078125,0.057911810394293925,-2.7916667461395264
104,hard,23552,290.86023073,0.006,0.005859375,0.05895004772776132,-2.84375
104,hard,24064,297.072773578,0.006,0.0078125,0.05547432037563893,-2.8958332538604736
104,hard,24576,303.2497917840001,0.006,0.005859375,0.05511943194836917,-2.9479167461395264
104,hard,25088,309.389828741,0.006,0.005859375,0.05698993595286163,-3.0
104,hard,25600,315.55604138,0.006,0.005859375,0.05623416224612156,-3.0
104,hard,26112,321.68610510200006,0.006,0.0,0.057783442514410345,-3.0
104,hard,26624,327.8342315560001,0.006,0.0078125,0.05476412073938435,-3.0
104,hard,27136,334.00295395500007,0.006,0.00390625,0.05582943592901035,-3.0
104,hard,27648,340.16028154800006,0.006,0.00390625,0.05576434526502701,-3.0
104,hard,28160,346.41057490800006,0.006,0.005859375,0.0582458523199171,-3.0
104,hard,28672,352.5429366100001,0.006,0.00390625,0.05480361889566011,-3.0
104,hard,29184,358.680046283,0.006,0.00390625,0.05701443934796627,-3.0
104,hard,29696,364.837612854,0.006,0.005859375,0.05743054688184227,-3.0
104,hard,30208,370.9918193120001,0.006,0.0078125,0.05734025972952021,-3.0
104,hard,30720,377.352679481,0.006,0.005859375,0.05623296080844546,-3.0
104,hard,31232,383.7257714450001,0.006,0.01171875,0.05789591273121833,-3.0
104,hard,31744,389.954492511,0.006,0.005859375,0.05897503713069177,-3.0
104,hard,32256,396.138587377,0.006,0.0,0.05825709353148814,-3.0
104,hard,32768,402.320365188,0.006,0.005859375,0.05766320524812477,-3.0
105,curriculum,512,8.910782684000026,0.06,0.294921875,0.08498721530628406,-0.5
105,curriculum,1024,16.116853907000007,0.06,0.314453125,0.08254739971855825,-0.5520833134651184
105,curriculum,1536,22.44129437800001,0.06,0.3359375,0.08045656046166622,-0.6041666865348816
105,curriculum,2048,28.880923603999975,0.06,0.314453125,0.08315780077780188,-0.65625
105,curriculum,2560,36.17831175300006,0.06,0.357421875,0.07704546069559634,-0.7083333134651184
105,curriculum,3072,42.53260356100003,0.06,0.390625,0.07392810633293456,-0.7604166865348816
105,curriculum,3584,48.86541576400003,0.06,0.431640625,0.06981541386155501,-0.8125
105,curriculum,4096,55.055962996999995,0.06,0.451171875,0.06537273159357596,-0.8645833134651184
105,curriculum,4608,61.39815866500004,0.06,0.505859375,0.061542636838534566,-0.9166666865348816
105,curriculum,5120,68.05312981900005,0.06,0.5390625,0.0590566122788665,-0.96875
105,curriculum,5632,74.44006535900002,0.06,0.63671875,0.05285881850097704,-1.0208333730697632
105,curriculum,6144,80.80809955399997,0.04,0.4375,0.04728722328992266,-1.0729166269302368
105,curriculum,6656,87.15223739599998,0.04,0.4609375,0.04466422794321527,-1.125
105,curriculum,7168,93.42728502799997,0.04,0.5625,0.04007649221069076,-1.1770833730697632
105,curriculum,7680,99.79089028799996,0.04,0.58984375,0.0372624499164248,-1.2291666269302368
105,curriculum,8192,106.19466364400006,0.025,0.3828125,0.032801707761470345,-1.28125
105,curriculum,8704,112.70271649299997,0.025,0.439453125,0.02934547306430603,-1.3333333730697632
105,curriculum,9216,119.37822437200003,0.025,0.54296875,0.02619428271445588,-1.3854166269302368
105,curriculum,9728,126.00258517000003,0.025,0.541015625,0.025667216994781056,-1.4375
105,curriculum,10240,132.544502443,0.025,0.603515625,0.02411842705197253,-1.4895833730697632
105,curriculum,10752,139.17844096899995,0.015,0.267578125,0.022312834920020386,-1.5416666269302368
105,curriculum,11264,145.73791888800002,0.015,0.337890625,0.020174151984708504,-1.59375
105,curriculum,11776,152.09192202399998,0.015,0.369140625,0.01941286652009812,-1.6458333730697632
105,curriculum,12288,158.40719359999997,0.015,0.404296875,0.0189993613574823,-1.6979166269302368
105,curriculum,12800,164.74085615999996,0.015,0.37890625,0.01885349914550158,-1.75
105,curriculum,13312,171.13063533300004,0.015,0.439453125,0.01745255843573576,-1.8020833730697632
105,curriculum,13824,177.47718612800003,0.015,0.513671875,0.016224960980473872,-1.8541666269302368
105,curriculum,14336,183.79592057099995,0.015,0.51171875,0.016181328569294343,-1.90625
105,curriculum,14848,190.08956909700004,0.015,0.513671875,0.0156423422734794,-1.9583333730697632
105,curriculum,15360,196.40112607199995,0.015,0.501953125,0.015118931256404747,-2.0104167461395264
105,curriculum,15872,202.59803004999998,0.01,0.31640625,0.014670587938470887,-2.0625
105,curriculum,16384,208.73037966600003,0.01,0.328125,0.014263283081345272,-2.1145832538604736
105,curriculum,16896,214.86740914299997,0.01,0.37109375,0.012867353757779528,-2.1666667461395264
105,curriculum,17408,221.21082221800003,0.01,0.453125,0.01194295162571543,-2.21875
105,curriculum,17920,227.66792168399996,0.01,0.45703125,0.01154419144408951,-2.2708332538604736
105,curriculum,18432,234.03867006800004,0.01,0.490234375,0.011000165348593452,-2.3229167461395264
105,curriculum,18944,240.52022788799997,0.01,0.529296875,0.01028158998268863,-2.375
105,curriculum,19456,246.81498751299995,0.01,0.546875,0.010039053673029583,-2.4270832538604736
105,curriculum,19968,253.13204129499996,0.006,0.251953125,0.009861169607242206,-2.4791667461395264
105,curriculum,20480,259.38395417500004,0.006,0.32421875,0.008746669410678306,-2.53125
105,curriculum,20992,265.578140559,0.006,0.306640625,0.008958553972975063,-2.5833332538604736
105,curriculum,21504,271.69955878599995,0.006,0.357421875,0.008245049978602464,-2.6354167461395264
105,curriculum,22016,277.89504249500004,0.006,0.373046875,0.00798725989876352,-2.6875
105,curriculum,22528,283.770856596,0.006,0.357421875,0.007968766491812218,-2.7395832538604736
105,curriculum,23040,289.98792693499996,0.006,0.41796875,0.007398437213068943,-2.7916667461395264
105,curriculum,23552,296.16491334799997,0.006,0.46484375,0.006816119140739339,-2.84375
105,curriculum,24064,302.33801364000004,0.006,0.486328125,0.006597003765356614,-2.8958332538604736
105,curriculum,24576,308.471017443,0.006,0.5234375,0.006284544730091055,-2.9479167461395264
105,curriculum,25088,314.75568283599995,0.006,0.568359375,0.005970202983138667,-3.0
105,curriculum,25600,321.011813764,0.006,0.544921875,0.006297080575274378,-3.0
105,curriculum,26112,327.06331149299996,0.006,0.50390625,0.006359295732596783,-3.0
105,curriculum,26624,333.42677919199997,0.006,0.52734375,0.006354041442819101,-3.0
105,curriculum,27136,339.79177862499995,0.006,0.515625,0.0063285964090582444,-3.0
105,curriculum,27648,346.123165863,0.006,0.541015625,0.0062225491105421665,-3.0
105,curriculum,28160,353.308360824,0.006,0.58203125,0.005928354325025765,-3.0
105,curriculum,28672,359.440173752,0.006,0.546875,0.006184532946703484,-3.0
105,curriculum,29184,365.620086792,0.006,0.5625,0.005894981279275388,-3.0
105,curriculum,29696,372.24058326799997,0.006,0.595703125,0.0059902678104768615,-3.0
105,curriculum,30208,378.913977538,0.006,0.53515625,0.006409708454849914,-3.0
105,curriculum,30720,385.36166163,0.006,0.5546875,0.006168325747876999,-3.0
105,curriculum,31232,392.08833394900006,0.006,0.54296875,0.0062621266527559186,-3.0
105,curriculum,31744,398.62282827300004,0.006,0.560546875,0.006147416645361213,-3.0
105,curriculum,32256,404.88009796399996,0.006,0.5078125,0.006247353245738992,-3.0
105,curriculum,32768,411.168812326,0.006,0.5390625,0.006117262603341267,-3.0
105,hard,512,8.607053998999959,0.006,0.0,0.08498721530628406,-0.5
105,hard,1024,15.919347404000007,0.006,0.001953125,0.08290460099267327,-0.5520833134651184
105,hard,1536,22.233832845999984,0.006,0.0078125,0.08115162531828249,-0.6041666865348816
105,hard,2048,28.547363899999937,0.006,0.001953125,0.084328847517143,-0.65625
105,hard,2560,34.64004541099996,0.006,0.001953125,0.07956679925980012,-0.7083333134651184
105,hard,3072,40.78685846500002,0.006,0.001953125,0.07741049884198742,-0.7604166865348816
105,hard,3584,46.97756493600002,0.006,0.001953125,0.0755044843816007,-0.8125
105,hard,4096,53.14674542699993,0.006,0.00390625,0.07377477846444848,-0.8645833134651184
105,hard,4608,60.61095526399993,0.006,0.001953125,0.07322987844133867,-0.9166666865348816
105,hard,5120,66.94260792,0.006,0.001953125,0.07283183614302154,-0.96875
105,hard,5632,73.20462862499994,0.006,0.00390625,0.07018593712447029,-1.0208333730697632
105,hard,6144,79.48175473000003,0.006,0.005859375,0.0690112598672513,-1.0729166269302368
105,hard,6656,85.71540765199995,0.006,0.00390625,0.07068550082445876,-1.125
105,hard,7168,91.909322944,0.006,0.0078125,0.06879428441262539,-1.1770833730697632
105,hard,7680,98.15044096199995,0.006,0.00390625,0.06940457287061057,-1.2291666269302368
105,hard,8192,104.39416990300003,0.006,0.005859375,0.06702474204012736,-1.28125
105,hard,8704,110.69817998299993,0.006,0.001953125,0.06739714590314953,-1.3333333730697632
105,hard,9216,116.867438913,0.006,0.005859375,0.06522674915234666,-1.3854166269302368
105,hard,9728,122.94126526699995,0.006,0.00390625,0.06404257244054425,-1.4375
105,hard,10240,129.13363582499994,0.006,0.009765625,0.06503584668839878,-1.4895833730697632
105,hard,10752,135.38405373699993,0.006,0.005859375,0.06342969571973694,-1.5416666269302368
105,hard,11264,141.645307054,0.006,0.00390625,0.06323076349968312,-1.59375
105,hard,11776,147.86245732099997,0.006,0.0078125,0.06388260013500546,-1.6458333730697632
105,hard,12288,154.14881271799993,0.006,0.005859375,0.06478496701113397,-1.6979166269302368
105,hard,12800,160.68256638000003,0.006,0.009765625,0.06408482863771206,-1.75
105,hard,13312,166.64807653699995,0.006,0.01171875,0.06405180222990679,-1.8020833730697632
105,hard,13824,172.870658811,0.006,0.00390625,0.06535728270158392,-1.8541666269302368
105,hard,14336,179.05887902400002,0.006,0.001953125,0.06356980696730782,-1.90625
105,hard,14848,185.250090225,0.006,0.00390625,0.06341240399850437,-1.9583333730697632
105,hard,15360,191.39350005400001,0.006,0.0078125,0.0617622325442107,-2.0104167461395264
105,hard,15872,197.59880615099996,0.006,0.00390625,0.06377469354952799,-2.0625
105,hard,16384,203.832228645,0.006,0.0078125,0.06423928041106479,-2.1145832538604736
105,hard,16896,209.98791502099994,0.006,0.001953125,0.06349300998187213,-2.1666667461395264
105,hard,17408,216.13424286199995,0.006,0.00390625,0.06276553113599363,-2.21875
105,hard,17920,222.242879259,0.006,0.0,0.06610285148079333,-2.2708332538604736
105,hard,18432,228.33580732500002,0.006,0.001953125,0.06245532043262532,-2.3229167461395264
105,hard,18944,234.45451745899993,0.006,0.00390625,0.06403297966978155,-2.375
105,hard,19456,240.58149282800002,0.006,0.0078125,0.06218558283722243,-2.4270832538604736
105,hard,19968,246.720019589,0.006,0.001953125,0.06344790019015062,-2.4791667461395264
105,hard,20480,253.05144370999994,0.006,0.001953125,0.06217643585024016,-2.53125
105,hard,20992,259.136590672,0.006,0.005859375,0.0633833756206949,-2.5833332538604736
105,hard,21504,265.24895490099993,0.006,0.00390625,0.06136097299204052,-2.6354167461395264
105,hard,22016,271.52737410299994,0.006,0.001953125,0.06259866964273655,-2.6875
105,hard,22528,277.72117109299995,0.006,0.015625,0.06251203203301,-2.7395832538604736
105,hard,23040,283.946180896,0.006,0.0,0.06264273840951667,-2.7916667461395264
105,hard,23552,290.057910281,0.006,0.00390625,0.06253867208839095,-2.84375
105,hard,24064,296.280132104,0.006,0.00390625,0.060756310778121936,-2.8958332538604736
105,hard,24576,302.44244424299995,0.006,0.0078125,0.06132332688490093,-2.9479167461395264
105,hard,25088,308.58091135899997,0.006,0.001953125,0.06282949803030942,-3.0
105,hard,25600,314.764028305,0.006,0.01171875,0.06236620690284508,-3.0
105,hard,26112,320.85376885799997,0.006,0.00390625,0.06388965970033358,-3.0
105,hard,26624,326.97559788699994,0.006,0.0078125,0.0598625295330725,-3.0
105,hard,27136,333.153354081,0.006,0.00390625,0.05945184969081326,-3.0
105,hard,27648,339.38130752899997,0.006,0.00390625,0.06295087426455523,-3.0
105,hard,28160,345.52356121699995,0.006,0.001953125,0.0619199377129512,-3.0
105,hard,28672,351.622859245,0.006,0.001953125,0.0601635908569753,-3.0
105,hard,29184,357.76727279,0.006,0.005859375,0.061267080970919034,-3.0
105,hard,29696,363.87735165000004,0.006,0.009765625,0.061636739186032595,-3.0
105,hard,30208,370.049375542,0.006,0.009765625,0.06202490026019136,-3.0
105,hard,30720,376.34475045499994,0.006,0.005859375,0.06057716891433877,-3.0
105,hard,31232,382.65735458999995,0.006,0.009765625,0.06160020088777368,-3.0
105,hard,31744,388.83260033199997,0.006,0.005859375,0.060597570371122705,-3.0
105,hard,32256,395.26083301799997,0.006,0.01171875,0.06103632003926602,-3.0
105,hard,32768,401.597650154,0.006,0.005859375,0.062275530456067166,-3.0
106,curriculum,512,8.678192914999954,0.06,0.294921875,0.08662326809814877,-0.5
106,curriculum,1024,16.22671137499998,0.06,0.314453125,0.08511472885181938,-0.5520833134651184
106,curriculum,1536,22.581979410999963,0.06,0.376953125,0.08002539592815248,-0.6041666865348816
106,curriculum,2048,28.77127648100003,0.06,0.369140625,0.07840552842575743,-0.65625
106,curriculum,2560,35.15287692299995,0.06,0.349609375,0.07837095326089114,-0.7083333134651184
106,curriculum,3072,41.56008239499994,0.06,0.41796875,0.07066055426417173,-0.7604166865348816
106,curriculum,3584,47.951410341999974,0.06,0.44140625,0.06839570125284138,-0.8125
106,curriculum,4096,54.31671069199996,0.06,0.5,0.06423595470270899,-0.8645833134651184
106,curriculum,4608,60.50861415000003,0.06,0.533203125,0.06001847818228202,-0.9166666865348816
106,curriculum,5120,66.77262826099997,0.06,0.60546875,0.05674629901284291,-0.96875
106,curriculum,5632,73.02204268600002,0.04,0.359375,0.05208375863196811,-1.0208333730697632
106,curriculum,6144,79.35495708699995,0.04,0.470703125,0.04512577455069025,-1.0729166269302368
106,curriculum,6656,85.84373669500002,0.04,0.50390625,0.042237679175760746,-1.125
106,curriculum,7168,92.17693815900003,0.04,0.60546875,0.0375054416145335,-1.1770833730697632
